행정구역,2011년07월_계_총인구수,2011년07월_계_연령구간인구수,2011년07월_계_0~9세,2011년07월_계_10~19세,2011년07월_계_20~29세,2011년07월_계_30~39세,2011년07월_계_40~49세,2011년07월_계_50~59세,2011년07월_계_60~69세,2011년07월_계_70~79세,2011년07월_계_80~89세,2011년07월_계_90~99세,2011년07월_계_100세 이상,2011년07월_남_총인구수,2011년07월_남_연령구간인구수,2011년07월_남_0~9세,2011년07월_남_10~19세,2011년07월_남_20~29세,2011년07월_남_30~39세,2011년07월_남_40~49세,2011년07월_남_50~59세,2011년07월_남_60~69세,2011년07월_남_70~79세,2011년07월_남_80~89세,2011년07월_남_90~99세,2011년07월_남_100세 이상,2011년07월_여_총인구수,2011년07월_여_연령구간인구수,2011년07월_여_0~9세,2011년07월_여_10~19세,2011년07월_여_20~29세,2011년07월_여_30~39세,2011년07월_여_40~49세,2011년07월_여_50~59세,2011년07월_여_60~69세,2011년07월_여_70~79세,2011년07월_여_80~89세,2011년07월_여_90~99세,2011년07월_여_100세 이상
서울특별시 동대문구 휘경제1동(1123072000),17135,17135,1036,1653,3304,3097,2716,2472,1646,925,239,45,2,8614,8614,542,856,1599,1723,1430,1182,747,438,79,18,0,8521,8521,494,797,1705,1374,1286,1290,899,487,160,27,2
서울특별시 동대문구 휘경제2동(1123073000),24988,24988,2139,2975,4318,4309,3978,3569,2235,1095,315,52,3,12356,12356,1092,1419,2265,2217,1990,1702,1065,484,108,12,2,12632,12632,1047,1556,2053,2092,1988,1867,1170,611,207,40,1
서울특별시 동대문구 이문제1동(1123074000),32106,32106,1999,3309,6615,5686,4866,4497,2891,1698,443,86,16,16063,16063,1059,1703,3445,3036,2437,2136,1332,748,145,19,3,16043,16043,940,1606,3170,2650,2429,2361,1559,950,298,67,13
서울특별시 동대문구 이문제2동(1123075000),23512,23512,2287,2732,3209,4252,4016,3471,2095,1096,305,44,5,11686,11686,1160,1431,1619,2159,2066,1657,992,490,92,19,1,11826,11826,1127,1301,1590,2093,1950,1814,1103,606,213,25,4
서울특별시 중랑구 (1126000000),425668,425668,32269,50001,64083,72084,74003,68832,38658,19199,5562,879,98,213289,213289,16527,26140,32336,37407,37682,34065,18782,8569,1574,184,23,212379,212379,15742,23861,31747,34677,36321,34767,19876,10630,3988,695,75
서울특별시 중랑구 면목제2동(1126052000),28733,28733,2296,3444,3980,5146,5379,4330,2480,1249,376,50,3,14558,14558,1170,1809,2039,2708,2846,2150,1171,544,106,15,0,14175,14175,1126,1635,1941,2438,2533,2180,1309,705,270,35,3
서울특별시 중랑구 면목제4동(1126054000),23373,23373,1772,2573,3703,4313,3779,3549,2404,964,266,44,6,11528,11528,924,1336,1631,2283,1971,1755,1087,446,81,13,1,11845,11845,848,1237,2072,2030,1808,1794,1317,518,185,31,5
서울특별시 중랑구 면목제5동(1126055000),14445,14445,1047,1661,2071,2483,2645,2295,1349,686,186,20,2,7408,7408,546,848,1067,1329,1414,1174,657,325,43,5,0,7037,7037,501,813,1004,1154,1231,1121,692,361,143,15,2
서울특별시 중랑구 면목본동(1126056500),36944,36944,2455,4157,5932,6401,6525,5893,3422,1654,429,65,11,18516,18516,1260,2217,2985,3301,3365,2853,1649,755,118,9,4,18428,18428,1195,1940,2947,3100,3160,3040,1773,899,311,56,7
서울특별시 중랑구 면목제7동(1126057000),26329,26329,1958,2818,4201,4646,4457,4226,2462,1164,331,60,6,13164,13164,1006,1494,2113,2423,2222,2087,1210,505,91,12,1,13165,13165,952,1324,2088,2223,2235,2139,1252,659,240,48,5
서울특별시 중랑구 면목제3.8동(1126057500),30094,30094,2010,3404,4813,5041,5154,4894,2893,1433,380,68,4,15133,15133,984,1770,2489,2674,2645,2407,1392,642,108,22,0,14961,14961,1026,1634,2324,2367,2509,2487,1501,791,272,46,4
서울특별시 중랑구 상봉제1동(1126058000),26074,26074,2198,3950,3761,3773,4955,4047,1927,1091,323,45,4,12883,12883,1147,2056,1942,1826,2435,2013,925,450,83,6,0,13191,13191,1051,1894,1819,1947,2520,2034,1002,641,240,39,4
서울특별시 중랑구 상봉제2동(1126059000),18697,18697,1151,1619,3136,3505,2961,3206,1962,876,237,36,8,9508,9508,588,862,1565,1927,1540,1575,974,396,72,7,2,9189,9189,563,757,1571,1578,1421,1631,988,480,165,29,6
서울특별시 중랑구 중화제1동(1126060000),21832,21832,1815,2611,3308,3844,3625,3576,1862,894,265,30,2,10855,10855,899,1368,1646,2012,1772,1748,929,403,73,5,0,10977,10977,916,1243,1662,1832,1853,1828,933,491,192,25,2
서울특별시 중랑구 중화제2동(1126061000),31532,31532,1829,3232,4828,5195,5741,5500,3130,1591,410,68,8,16253,16253,983,1695,2511,2820,3071,2789,1499,739,129,14,3,15279,15279,846,1537,2317,2375,2670,2711,1631,852,281,54,5
서울특별시 중랑구 묵제1동(1126062000),35649,35649,2914,4360,5250,6207,5904,5705,3211,1558,454,77,9,17592,17592,1467,2279,2610,3129,2904,2724,1601,723,137,15,3,18057,18057,1447,2081,2640,3078,3000,2981,1610,835,317,62,6
서울특별시 중랑구 묵제2동(1126063000),20240,20240,1524,2188,3047,3577,3314,3320,2026,934,250,55,5,10162,10162,803,1151,1562,1809,1722,1598,1001,426,76,11,3,10078,10078,721,1037,1485,1768,1592,1722,1025,508,174,44,2
서울특별시 중랑구 망우본동(1126065500),34263,34263,2376,3986,5109,5405,6007,5980,3165,1627,515,82,11,17355,17355,1216,2082,2667,2914,3031,3012,1568,714,135,12,4,16908,16908,1160,1904,2442,2491,2976,2968,1597,913,380,70,7
서울특별시 중랑구 망우제3동(1126066000),19666,19666,1380,2498,2798,3026,3689,3227,1831,906,270,35,6,9894,9894,676,1214,1417,1563,1943,1658,933,391,88,10,1,9772,9772,704,1284,1381,1463,1746,1569,898,515,182,25,5
서울특별시 중랑구 신내1동(1126068000),32314,32314,3103,4145,4703,5150,5417,5166,2602,1440,482,93,13,16016,16016,1571,2185,2373,2576,2647,2605,1287,635,122,14,1,16298,16298,1532,1960,2330,2574,2770,2561,1315,805,360,79,12
서울특별시 중랑구 신내2동(1126069000),25483,25483,2441,3355,3443,4372,4451,3918,1932,1132,388,51,0,12464,12464,1287,1774,1719,2113,2154,1917,899,475,112,14,0,13019,13019,1154,1581,1724,2259,2297,2001,1033,657,276,37,0
서울특별시 성북구 (1129000000),488036,488036,43466,53868,72113,88323,80656,71120,44889,25141,7123,1126,211,241131,241131,22428,27914,35865,44886,41153,34211,21077,11054,2216,265,62,246905,246905,21038,25954,36248,43437,39503,36909,23812,14087,4907,861,149
서울특별시 성북구 성북동(1129052500),19236,19236,1323,2046,2971,3352,3171,2724,1884,1258,443,56,8,9275,9275,674,1061,1380,1695,1581,1283,835,570,166,23,7,9961,9961,649,985,1591,1657,1590,1441,1049,688,277,33,1
서울특별시 성북구 삼선동(1129055500),27509,27509,2063,3058,4502,4948,4653,3740,2539,1487,424,73,22,13445,13445,1105,1574,2156,2539,2328,1828,1139,622,129,15,10,14064,14064,958,1484,2346,2409,2325,1912,1400,865,295,58,12
서울특별시 성북구 동선동(1129057500),16081,16081,1043,1592,3422,3046,2385,1998,1463,819,254,48,11,7303,7303,541,732,1305,1476,1235,909,653,363,73,13,3,8778,8778,502,860,2117,1570,1150,1089,810,456,181,35,8
서울특별시 성북구 돈암제1동(1129058000),16780,16780,1370,2015,2397,2664,2943,2615,1566,905,257,42,6,8113,8113,697,985,1188,1331,1460,1266,727,363,82,10,4,8667,8667,673,1030,1209,1333,1483,1349,839,542,175,32,2
서울특별시 성북구 돈암제2동(1129059000),24328,24328,2754,3319,2930,4120,4605,3277,1825,1087,353,48,10,11835,11835,1411,1708,1471,1888,2304,1606,841,457,134,12,3,12493,12493,1343,1611,1459,2232,2301,1671,984,630,219,36,7
서울특별시 성북구 안암동(1129060000),17111,17111,929,1749,4408,2885,2464,2147,1372,881,231,41,4,8692,8692,513,941,2256,1579,1288,1020,628,377,75,13,2,8419,8419,416,808,2152,1306,1176,1127,744,504,156,28,2
서울특별시 성북구 보문동(1129061000),14908,14908,900,1528,2505,2678,2527,2268,1421,808,236,30,7,7476,7476,445,829,1271,1416,1287,1129,653,360,77,6,3,7432,7432,455,699,1234,1262,1240,1139,768,448,159,24,4
서울특별시 성북구 정릉제1동(1129062000),20658,20658,2148,2272,2648,4035,3381,2903,1835,1059,316,55,6,9925,9925,1085,1157,1276,1966,1687,1361,817,462,97,14,3,10733,10733,1063,1115,1372,2069,1694,1542,1018,597,219,41,3
서울특별시 성북구 정릉제2동(1129063000),24898,24898,2374,2742,3312,4527,3942,3796,2390,1358,384,54,19,12327,12327,1233,1472,1642,2328,1973,1787,1143,612,125,11,1,12571,12571,1141,1270,1670,2199,1969,2009,1247,746,259,43,18
서울특별시 성북구 정릉제3동(1129064000),18394,18394,1299,1934,3144,2920,2862,2801,1916,1140,337,33,8,9187,9187,660,999,1721,1565,1436,1315,892,483,103,12,1,9207,9207,639,935,1423,1355,1426,1486,1024,657,234,21,7
서울특별시 성북구 정릉제4동(1129065000),28217,28217,2994,3015,3482,5506,4607,4003,2656,1445,427,74,8,13877,13877,1554,1555,1710,2731,2357,1890,1266,660,139,14,1,14340,14340,1440,1460,1772,2775,2250,2113,1390,785,288,60,7
서울특별시 성북구 길음제1동(1129066000),37073,37073,5078,4101,4394,8241,6158,4501,2737,1355,423,73,12,18107,18107,2645,2087,2126,3911,3235,2082,1299,587,114,18,3,18966,18966,2433,2014,2268,4330,2923,2419,1438,768,309,55,9
서울특별시 성북구 길음제2동(1129068500),20151,20151,1564,2001,2906,3548,3261,3286,2122,1132,270,54,7,9942,9942,815,1035,1491,1818,1654,1530,1012,490,84,12,1,10209,10209,749,966,1415,1730,1607,1756,1110,642,186,42,6
서울특별시 성북구 종암동(1129070500),43280,43280,4171,5044,6538,7773,7365,5970,3576,2118,612,93,20,21576,21576,2127,2703,3357,3953,3777,2906,1628,910,191,19,5,21704,21704,2044,2341,3181,3820,3588,3064,1948,1208,421,74,15
서울특별시 성북구 월곡제1동(1129071500),29105,29105,3166,3002,3762,5650,4610,4424,2665,1372,374,64,16,14466,14466,1636,1534,1876,2857,2385,2179,1278,597,104,16,4,14639,14639,1530,1468,1886,2793,2225,2245,1387,775,270,48,12
서울특별시 성북구 월곡제2동(1129072500),21667,21667,1927,2301,3271,3929,3449,3219,2014,1163,345,43,6,10691,10691,950,1193,1549,2003,1797,1581,978,520,114,5,1,10976,10976,977,1108,1722,1926,1652,1638,1036,643,231,38,5
서울특별시 성북구 장위제1동(1129076000),26871,26871,2052,3215,3815,4529,4732,4198,2583,1345,345,48,9,13430,13430,1072,1624,1979,2415,2372,2022,1240,591,103,10,2,13441,13441,980,1591,1836,2114,2360,2176,1343,754,242,38,7
서울특별시 성북구 장위제2동(1129077000),23637,23637,1750,2726,3262,3986,3999,3756,2447,1309,324,62,16,11964,11964,885,1431,1729,2142,2060,1850,1163,588,97,16,3,11673,11673,865,1295,1533,1844,1939,1906,1284,721,227,46,13
서울특별시 성북구 장위제3동(1129078000),19735,19735,1649,2164,2612,3273,3381,3177,2054,1115,255,48,7,10086,10086,858,1173,1370,1705,1804,1543,1032,513,80,8,0,9649,9649,791,991,1242,1568,1577,1634,1022,602,175,40,7
서울특별시 성북구 석관동(1129081000),38397,38397,2912,4044,5832,6713,6161,6317,3824,1985,513,87,9,19414,19414,1522,2121,3012,3568,3133,3124,1853,929,129,18,5,18983,18983,1390,1923,2820,3145,3028,3193,1971,1056,384,69,4
서울특별시 강북구 (1130500000),345502,345502,26136,38418,47867,59764,57009,53921,36923,19478,5020,805,161,171284,171284,13439,20095,24293,31116,28970,25600,17029,8882,1613,205,42,174218,174218,12697,18323,23574,28648,28039,28321,19894,10596,3407,600,119
서울특별시 강북구 삼양동(1130553400),32621,32621,2875,3624,4346,5909,5499,4945,3221,1633,471,78,20,16403,16403,1510,1911,2212,3108,2830,2416,1546,683,153,29,5,16218,16218,1365,1713,2134,2801,2669,2529,1675,950,318,49,15
서울특별시 강북구 미아동(1130553500),24062,24062,1411,2599,3786,3914,4073,4012,2557,1358,299,47,6,12046,12046,684,1445,1931,2113,2026,1929,1191,621,90,15,1,12016,12016,727,1154,1855,1801,2047,2083,1366,737,209,32,5
서울특별시 강북구 송중동(1130554500),35407,35407,2322,3842,5247,6002,5820,5918,3752,1967,446,77,14,17306,17306,1161,1944,2641,3108,2880,2739,1736,929,140,22,6,18101,18101,1161,1898,2606,2894,2940,3179,2016,1038,306,55,8
서울특별시 강북구 송천동(1130555500),32665,32665,2140,3453,4733,5458,5502,5269,3608,1943,458,85,16,16335,16335,1113,1813,2375,2907,2828,2561,1684,886,144,20,4,16330,16330,1027,1640,2358,2551,2674,2708,1924,1057,314,65,12
서울특별시 강북구 삼각산동(1130557500),30940,30940,4018,4188,3306,6174,5807,3751,2114,1177,330,60,15,15182,15182,2084,2140,1631,2888,3063,1809,961,489,94,19,4,15758,15758,1934,2048,1675,3286,2744,1942,1153,688,236,41,11
서울특별시 강북구 번제1동(1130559000),20770,20770,1420,2228,3151,3890,3441,3055,2174,1095,270,36,10,10305,10305,704,1195,1544,1995,1790,1452,999,507,105,10,4,10465,10465,716,1033,1607,1895,1651,1603,1175,588,165,26,6
서울특별시 강북구 번제2동(1130560000),20352,20352,1493,2348,2776,3553,3254,3082,2360,1179,270,35,2,10025,10025,741,1220,1461,1885,1641,1453,1003,529,85,7,0,10327,10327,752,1128,1315,1668,1613,1629,1357,650,185,28,2
서울특별시 강북구 번제3동(1130560600),21578,21578,1783,2423,2545,3999,3110,3044,3044,1247,317,60,6,10458,10458,910,1268,1275,2120,1564,1374,1275,583,79,9,1,11120,11120,873,1155,1270,1879,1546,1670,1769,664,238,51,5
서울특별시 강북구 수유제1동(1130561000),23547,23547,1639,2686,3341,3937,3893,3819,2428,1390,336,54,24,11891,11891,838,1400,1731,2128,1997,1847,1176,642,120,9,3,11656,11656,801,1286,1610,1809,1896,1972,1252,748,216,45,21
서울특별시 강북구 수유제2동(1130562000),23789,23789,1728,2670,3248,3826,3815,3864,2621,1505,450,56,6,11761,11761,923,1392,1652,1985,1928,1793,1236,677,160,13,2,12028,12028,805,1278,1596,1841,1887,2071,1385,828,290,43,4
서울특별시 강북구 수유제3동(1130563000),24115,24115,1480,2167,3820,4384,3767,3967,2716,1435,330,38,11,12040,12040,795,1140,1923,2325,1933,1851,1281,664,119,6,3,12075,12075,685,1027,1897,2059,1834,2116,1435,771,211,32,8
서울특별시 강북구 우이동(1130564500),21778,21778,1521,2313,2893,3388,3533,3627,2554,1416,429,84,20,10857,10857,808,1225,1511,1766,1766,1755,1175,683,146,16,6,10921,10921,713,1088,1382,1622,1767,1872,1379,733,283,68,14
서울특별시 강북구 인수동(1130566000),33878,33878,2306,3877,4675,5330,5495,5568,3774,2133,614,95,11,16675,16675,1168,2002,2406,2788,2724,2621,1766,989,178,30,3,17203,17203,1138,1875,2269,2542,2771,2947,2008,1144,436,65,8
서울특별시 도봉구 (1132000000),366879,366879,29300,46724,52725,57930,63794,59343,32422,18266,5545,744,86,181652,181652,15050,24572,26897,29199,31192,28878,15833,7986,1835,195,15,185227,185227,14250,22152,25828,28731,32602,30465,16589,10280,3710,549,71
서울특별시 도봉구 창제1동(1132051100),28788,28788,2468,3759,3843,5036,5142,4267,2324,1491,410,45,3,14083,14083,1297,1980,1928,2499,2492,2045,1067,619,144,12,0,14705,14705,1171,1779,1915,2537,2650,2222,1257,872,266,33,3
서울특별시 도봉구 창제2동(1132051200),31465,31465,2681,3883,4624,5606,5462,4698,2650,1419,386,55,1,15561,15561,1321,2051,2271,2880,2709,2282,1268,652,115,12,0,15904,15904,1360,1832,2353,2726,2753,2416,1382,767,271,43,1
서울특별시 도봉구 창제3동(1132051300),16430,16430,1345,2071,2163,2685,2960,2501,1600,838,231,30,6,8287,8287,696,1090,1110,1377,1547,1241,791,357,68,9,1,8143,8143,649,981,1053,1308,1413,1260,809,481,163,21,5
서울특별시 도봉구 창제4동(1132051400),31148,31148,2879,4611,4251,4972,5967,4557,2034,1340,470,64,3,15110,15110,1455,2406,2096,2337,2862,2257,986,536,158,17,0,16038,16038,1424,2205,2155,2635,3105,2300,1048,804,312,47,3
서울특별시 도봉구 창제5동(1132051500),28198,28198,2351,3556,4406,4473,4814,4675,2243,1235,382,55,8,13945,13945,1225,1802,2287,2227,2325,2274,1113,537,132,22,1,14253,14253,1126,1754,2119,2246,2489,2401,1130,698,250,33,7
서울특별시 도봉구 도봉제1동(1132052100),24943,24943,1437,2554,3487,3761,4014,4297,3209,1677,444,51,12,12723,12723,739,1389,1782,2091,2051,2112,1577,787,184,9,2,12220,12220,698,1165,1705,1670,1963,2185,1632,890,260,42,10
서울특별시 도봉구 도봉제2동(1132052200),31849,31849,2788,3028,4459,5376,4694,5577,3426,1868,543,76,14,15837,15837,1426,1610,2303,2740,2365,2600,1745,856,175,13,4,16012,16012,1362,1418,2156,2636,2329,2977,1681,1012,368,63,10
서울특별시 도봉구 쌍문제1동(1132066000),22527,22527,1643,2990,3091,3357,3867,3582,2291,1274,377,46,9,11050,11050,802,1534,1551,1717,1895,1722,1100,580,130,19,0,11477,11477,841,1456,1540,1640,1972,1860,1191,694,247,27,9
서울특별시 도봉구 쌍문제2동(1132067000),21729,21729,1582,2692,3177,3512,3704,3535,1984,1122,356,55,10,10696,10696,824,1442,1595,1821,1754,1692,952,492,108,11,5,11033,11033,758,1250,1582,1691,1950,1843,1032,630,248,44,5
서울특별시 도봉구 쌍문제3동(1132068000),18698,18698,1480,1905,2889,3399,2890,2908,1936,989,252,48,2,9181,9181,756,991,1420,1771,1410,1375,894,466,87,11,0,9517,9517,724,914,1469,1628,1480,1533,1042,523,165,37,2
서울특별시 도봉구 쌍문제4동(1132068100),21877,21877,1635,3431,3386,2814,4135,3756,1400,917,362,36,5,10589,10589,836,1809,1739,1287,1873,1868,705,332,127,12,1,11288,11288,799,1622,1647,1527,2262,1888,695,585,235,24,4
서울특별시 도봉구 방학제1동(1132069000),32331,32331,2405,4013,4845,4895,5611,5630,2989,1456,424,56,7,16201,16201,1255,2117,2519,2465,2758,2758,1522,668,130,9,0,16130,16130,1150,1896,2326,2430,2853,2872,1467,788,294,47,7
서울특별시 도봉구 방학제2동(1132070000),24364,24364,1765,3275,3339,3691,4458,3945,2249,1223,364,50,5,12371,12371,918,1717,1781,1962,2298,1956,1080,543,104,12,0,11993,11993,847,1558,1558,1729,2160,1989,1169,680,260,38,5
서울특별시 도봉구 방학제3동(1132071000),32532,32532,2841,4956,4765,4353,6076,5415,2087,1417,544,77,1,16018,16018,1500,2634,2515,2025,2853,2696,1033,561,173,27,1,16514,16514,1341,2322,2250,2328,3223,2719,1054,856,371,50,0
서울특별시 노원구 (1135000000),605756,605756,52961,88970,81925,97909,111454,89245,45646,27019,9226,1249,152,296386,296386,27221,46958,41317,48155,54141,43449,21265,10735,2769,323,53,309370,309370,25740,42012,40608,49754,57313,45796,24381,16284,6457,926,99
서울특별시 노원구 월계1동(1135056000),23888,23888,2096,2436,3684,4396,3564,3674,2433,1184,370,48,3,12202,12202,1105,1305,2036,2289,1829,1775,1175,549,121,18,0,11686,11686,991,1131,1648,2107,1735,1899,1258,635,249,30,3
서울특별시 노원구 월계2동(1135057000),31343,31343,2709,3671,4056,5448,5020,5095,2978,1620,651,89,6,15333,15333,1420,1898,2117,2792,2529,2375,1410,585,176,31,0,16010,16010,1289,1773,1939,2656,2491,2720,1568,1035,475,58,6
서울특별시 노원구 월계3동(1135058000),36492,36492,4177,3566,4875,7550,5541,5321,3076,1763,543,72,8,17801,17801,2145,1822,2464,3798,2839,2408,1426,719,160,17,3,18691,18691,2032,1744,2411,3752,2702,2913,1650,1044,383,55,5
서울특별시 노원구 공릉1동(1135059500),40542,40542,3391,4275,6877,7304,6212,6657,3463,1715,561,81,6,19931,19931,1704,2287,3420,3777,3054,3092,1684,737,160,15,1,20611,20611,1687,1988,3457,3527,3158,3565,1779,978,401,66,5
서울특별시 노원구 공릉2동(1135060000),45892,45892,4646,6573,6812,7623,8310,6616,3033,1640,559,72,8,22731,22731,2347,3461,3519,3670,4079,3276,1507,684,164,21,3,23161,23161,2299,3112,3293,3953,4231,3340,1526,956,395,51,5
서울특별시 노원구 하계1동(1135061100),31117,31117,1688,5789,4513,3594,6294,5037,2053,1497,571,75,6,15107,15107,864,3265,2353,1771,2807,2478,855,494,194,25,1,16010,16010,824,2524,2160,1823,3487,2559,1198,1003,377,50,5
서울특별시 노원구 하계2동(1135061200),26125,26125,2139,4809,3301,3647,5541,3622,1611,1035,380,38,2,12735,12735,1095,2513,1674,1698,2644,1826,751,413,112,9,0,13390,13390,1044,2296,1627,1949,2897,1796,860,622,268,29,2
서울특별시 노원구 중계본동(1135061900),30304,30304,2165,6953,3481,2960,7451,4246,1509,1112,361,58,8,14966,14966,1082,3664,1760,1279,3522,2398,711,437,98,12,3,15338,15338,1083,3289,1721,1681,3929,1848,798,675,263,46,5
서울특별시 노원구 중계1동(1135062100),30782,30782,2232,8061,3077,2693,8527,3693,1214,902,334,42,7,15119,15119,1202,4300,1529,1023,4035,2036,569,316,96,12,1,15663,15663,1030,3761,1548,1670,4492,1657,645,586,238,30,6
서울특별시 노원구 중계4동(1135062400),22854,22854,1787,3587,2875,3433,4238,3328,2107,1119,329,45,6,11203,11203,937,1892,1483,1746,2042,1634,906,449,108,4,2,11651,11651,850,1695,1392,1687,2196,1694,1201,670,221,41,4
서울특별시 노원구 중계2.3동(1135062500),42731,42731,3762,6141,5189,7401,7242,5875,3705,2475,813,122,6,20151,20151,1893,3146,2466,3727,3510,2709,1496,932,243,27,2,22580,22580,1869,2995,2723,3674,3732,3166,2209,1543,570,95,4
서울특별시 노원구 상계1동(1135063000),44469,44469,3658,6175,6392,6752,7843,7296,3512,1986,692,123,40,21998,21998,1881,3297,3224,3288,3822,3647,1730,849,204,30,26,22471,22471,1777,2878,3168,3464,4021,3649,1782,1137,488,93,14
서울특별시 노원구 상계2동(1135064000),23109,23109,1532,3338,3598,3255,4263,3879,1875,1008,314,43,4,11469,11469,770,1732,1798,1676,2037,1936,977,437,92,14,0,11640,11640,762,1606,1800,1579,2226,1943,898,571,222,29,4
서울특별시 노원구 상계3.4동(1135066500),40314,40314,3048,4622,5209,6417,6905,6482,4357,2492,673,88,21,20376,20376,1618,2444,2785,3396,3604,3127,2069,1117,188,23,5,19938,19938,1430,2178,2424,3021,3301,3355,2288,1375,485,65,16
서울특별시 노원구 상계5동(1135067000),24611,24611,1781,3383,3535,3867,4317,3867,2186,1205,401,57,12,12070,12070,901,1808,1771,1977,2069,1874,1039,477,138,14,2,12541,12541,880,1575,1764,1890,2248,1993,1147,728,263,43,10
서울특별시 노원구 상계6.7동(1135069500),37521,37521,3945,5188,4980,7042,6985,4935,2242,1491,637,74,2,17741,17741,2049,2684,2290,3267,3346,2306,1043,547,188,20,1,19780,19780,1896,2504,2690,3775,3639,2629,1199,944,449,54,1
서울특별시 노원구 상계8동(1135070000),27574,27574,3648,3774,3108,6330,4726,3044,1605,975,318,42,4,13266,13266,1858,1951,1465,3107,2373,1396,657,344,102,12,1,14308,14308,1790,1823,1643,3223,2353,1648,948,631,216,30,3
서울특별시 노원구 상계9동(1135071000),25196,25196,2588,3808,3263,4308,4737,3565,1510,973,400,44,0,12269,12269,1317,2055,1677,2014,2257,1721,727,357,131,13,0,12927,12927,1271,1753,1586,2294,2480,1844,783,616,269,31,0
서울특별시 노원구 상계10동(1135072000),20892,20892,1969,2821,3100,3889,3738,3013,1177,827,319,36,3,9918,9918,1033,1434,1486,1860,1743,1435,533,292,94,6,2,10974,10974,936,1387,1614,2029,1995,1578,644,535,225,30,1
서울특별시 은평구 (1138000000),491741,491741,41921,58650,66620,87245,82774,73702,46750,25617,7183,1001,278,242006,242006,21536,30280,33295,44198,41452,35202,21898,11541,2329,241,34,249735,249735,20385,28370,33325,43047,41322,38500,24852,14076,4854,760,244
서울특별시 은평구 녹번동(1138051000),35214,35214,2719,3560,4912,6625,5726,5351,3675,2043,510,81,12,17155,17155,1392,1846,2455,3368,2919,2419,1652,917,164,21,2,18059,18059,1327,1714,2457,3257,2807,2932,2023,1126,346,60,10
서울특별시 은평구 불광제1동(1138052000),38936,38936,3384,4346,5213,7243,6563,5631,3658,2183,613,86,16,19048,19048,1790,2236,2627,3653,3269,2679,1593,959,215,24,3,19888,19888,1594,2110,2586,3590,3294,2952,2065,1224,398,62,13
서울특별시 은평구 불광제2동(1138053000),30886,30886,2020,3519,4555,5182,5091,4972,3226,1765,494,54,8,15205,15205,1042,1830,2274,2754,2476,2374,1494,782,165,12,2,15681,15681,978,1689,2281,2428,2615,2598,1732,983,329,42,6
서울특별시 은평구 갈현제1동(1138055100),26659,26659,1840,3422,3931,4471,4527,4123,2597,1319,366,57,6,13205,13205,927,1854,1977,2361,2212,1919,1203,628,111,13,0,13454,13454,913,1568,1954,2110,2315,2204,1394,691,255,44,6
