행정구역,2022년07월_남_총인구수,2022년07월_남_연령구간인구수,2022년07월_남_0~9세,2022년07월_남_10~19세,2022년07월_남_20~29세,2022년07월_남_30~39세,2022년07월_남_40~49세,2022년07월_남_50~59세,2022년07월_남_60~69세,2022년07월_남_70~79세,2022년07월_남_80~89세,2022년07월_남_90~99세,2022년07월_남_100세 이상,2022년07월_여_총인구수,2022년07월_여_연령구간인구수,2022년07월_여_0~9세,2022년07월_여_10~19세,2022년07월_여_20~29세,2022년07월_여_30~39세,2022년07월_여_40~49세,2022년07월_여_50~59세,2022년07월_여_60~69세,2022년07월_여_70~79세,2022년07월_여_80~89세,2022년07월_여_90~99세,2022년07월_여_100세 이상
서울특별시 도봉구 쌍문제1동(1132066000),10214,10214,561,716,1338,1278,1501,1816,1611,948,403,37,5,11036,11036,469,794,1536,1175,1483,1910,1850,1125,591,91,12
서울특별시 도봉구 쌍문제2동(1132067000),8852,8852,459,677,1192,1272,1314,1461,1446,698,295,32,6,9759,9759,441,602,1170,1185,1320,1776,1711,918,537,89,10
서울특별시 도봉구 쌍문제3동(1132068000),8142,8142,383,501,1189,1257,1223,1349,1196,705,315,22,2,8748,8748,384,488,1332,1157,1154,1490,1376,890,423,52,2
서울특별시 도봉구 쌍문제4동(1132068100),8684,8684,560,957,1153,1057,1275,1495,1366,582,214,25,0,9738,9738,494,910,1201,1122,1475,1826,1576,632,421,79,2
서울특별시 도봉구 방학제1동(1132069000),14118,14118,686,1064,1906,1680,2030,2614,2350,1305,449,33,1,14311,14311,676,1051,1835,1551,1999,2632,2453,1406,594,110,4
서울특별시 도봉구 방학제2동(1132070000),9819,9819,405,704,1348,1164,1325,1893,1679,881,388,32,0,9596,9596,365,658,1115,929,1261,1818,1757,1063,549,80,1
서울특별시 도봉구 방학제3동(1132071000),12956,12956,912,1399,1626,1526,1839,2159,2161,905,385,43,1,13771,13771,766,1201,1388,1477,2111,2442,2480,1072,700,129,5
서울특별시 노원구 (1135000000),244138,244138,15120,25668,35322,31047,38182,41915,33077,16641,6508,642,16,263437,263437,14188,23953,33786,31252,41904,44969,38108,21464,11738,2000,75
서울특별시 노원구 월계1동(1135056000),10945,10945,544,839,2176,1352,1604,1696,1490,894,320,29,1,10250,10250,510,738,1511,1129,1516,1672,1594,1039,465,72,4
서울특별시 노원구 월계2동(1135057000),12566,12566,762,1022,1578,1468,1999,2152,1997,1163,382,40,3,13579,13579,717,948,1429,1503,1940,2289,2456,1410,740,140,7
서울특별시 노원구 월계3동(1135058000),14092,14092,1028,1039,1652,2195,2267,2161,2065,1190,464,31,0,15444,15444,970,964,1670,2204,2157,2473,2624,1441,802,135,4
서울특별시 노원구 공릉1동(1135059500),17848,17848,903,1313,3303,2524,2675,2713,2600,1315,458,43,1,18847,18847,871,1244,3392,2515,2557,2857,2990,1575,707,136,3
서울특별시 노원구 공릉2동(1135060000),20371,20371,1624,2238,3405,2834,3188,3145,2350,1156,392,38,1,21462,21462,1514,2134,3472,2924,3491,3230,2676,1271,656,89,5
서울특별시 노원구 하계1동(1135061100),12767,12767,534,1714,2378,1325,1700,2336,1735,700,308,37,0,13916,13916,476,1393,2103,1329,2102,2503,1998,1182,738,88,4
서울특별시 노원구 하계2동(1135061200),10312,10312,697,1303,1452,1178,1712,1848,1279,569,236,38,0,11385,11385,647,1266,1346,1272,1970,2033,1464,813,496,78,0
서울특별시 노원구 중계본동(1135061900),11485,11485,679,2212,1526,837,1993,2300,1263,453,205,17,0,12133,12133,614,2135,1466,902,2630,2249,1128,586,363,58,2
서울특별시 노원구 중계1동(1135062100),12887,12887,967,2831,1489,813,2621,2453,1119,401,175,17,1,13584,13584,801,2545,1364,1055,3431,2258,1162,555,361,50,2
서울특별시 노원구 중계4동(1135062400),9440,9440,483,1139,1242,943,1504,1787,1275,718,315,34,0,10210,10210,483,947,1161,903,1665,1849,1425,1119,558,97,3
서울특별시 노원구 중계2.3동(1135062500),15481,15481,898,1435,1966,1947,2532,2691,2166,1229,557,60,0,18260,18260,827,1495,1988,2027,2753,2945,2784,2081,1161,191,8
서울특별시 노원구 상계1동(1135063000),18293,18293,1028,1621,2484,2347,2598,3213,2985,1420,548,46,3,19584,19584,1000,1526,2419,2294,2809,3630,3283,1610,845,161,7
서울특별시 노원구 상계2동(1135064000),9703,9703,420,841,1572,1149,1354,1901,1518,678,251,19,0,10030,10030,425,886,1505,1072,1413,1934,1536,761,421,72,5
서울특별시 노원구 상계3.4동(1135066500),12798,12798,637,1039,1591,1452,1834,2307,2163,1212,530,31,2,12901,12901,607,849,1407,1259,1773,2308,2257,1523,808,103,7
서울특별시 노원구 상계5동(1135067000),11495,11495,487,961,1659,1380,1654,2135,1818,992,364,44,1,12195,12195,469,908,1518,1190,1678,2321,2002,1292,694,115,8
서울특별시 노원구 상계6.7동(1135069500),14892,14892,1095,1456,2042,2221,2372,2556,1830,912,363,45,0,17345,17345,1037,1370,2187,2459,2805,3104,2346,1151,718,164,4
서울특별시 노원구 상계8동(1135070000),10711,10711,1111,924,1310,2314,1847,1429,1001,536,211,27,1,11715,11715,1038,930,1293,2406,1920,1638,1367,678,370,74,1
서울특별시 노원구 상계9동(1135071000),9500,9500,595,963,1329,1348,1435,1649,1292,619,243,26,1,10680,10680,567,907,1251,1343,1737,1905,1600,800,471,99,0
서울특별시 노원구 상계10동(1135072000),8552,8552,628,778,1168,1420,1293,1443,1131,484,186,20,1,9917,9917,615,768,1304,1466,1557,1771,1416,577,364,78,1
서울특별시 은평구 (1138000000),226065,226065,13768,18910,30567,32718,36344,37442,31286,17044,7373,595,18,247464,247464,12984,18036,33998,34001,37101,40431,36292,22143,10881,1537,60
서울특별시 은평구 녹번동(1138051000),17326,17326,1149,1069,2228,2893,2803,2790,2400,1348,599,45,2,19389,19389,1157,1094,2573,3062,2685,3085,2925,1785,884,135,4
서울특별시 은평구 불광제1동(1138052000),18020,18020,1048,1307,2406,2649,2737,3025,2653,1442,687,65,1,20254,20254,1029,1178,2655,2686,2862,3522,3134,1975,1065,142,6
서울특별시 은평구 불광제2동(1138053000),13109,13109,485,841,1957,1940,1831,2195,2115,1199,506,39,1,14095,14095,467,765,2063,1865,1696,2476,2389,1527,740,103,4
서울특별시 은평구 갈현제1동(1138055100),10303,10303,428,696,1644,1489,1470,1726,1599,890,336,24,1,10788,10788,346,640,1615,1263,1418,1981,1884,1087,473,77,4
서울특별시 은평구 갈현제2동(1138055200),13292,13292,667,1138,2021,1880,2112,2259,1758,976,450,31,0,14730,14730,630,1119,2209,1856,2234,2564,2116,1326,608,67,1
서울특별시 은평구 구산동(1138056000),15678,15678,777,1316,2099,2002,2438,2765,2383,1326,526,44,2,16422,16422,784,1365,2321,1971,2371,2882,2462,1440,724,98,4
서울특별시 은평구 대조동(1138057000),12480,12480,533,693,2001,2158,1835,2074,1656,995,492,43,0,14396,14396,470,815,2734,2174,1909,2168,1995,1372,670,83,6
서울특별시 은평구 응암제1동(1138058000),15539,15539,1255,1398,1953,2589,2713,2429,1804,942,417,38,1,17381,17381,1221,1308,2391,2805,2817,2524,2186,1413,639,77,0
서울특별시 은평구 응암제2동(1138059000),13554,13554,1636,1268,1289,2133,2822,1891,1414,750,326,25,0,14446,14446,1477,1191,1276,2490,2729,1988,1696,1012,508,74,5
서울특별시 은평구 응암제3동(1138060000),11730,11730,460,730,1728,1712,1723,1990,1784,1047,515,41,0,12425,12425,421,667,1708,1593,1584,2015,2022,1500,806,106,3
서울특별시 은평구 역촌동(1138062500),21095,21095,1093,1637,2992,2972,3532,3565,2901,1690,667,45,1,23887,23887,1090,1617,3359,3152,3643,4052,3628,2201,1009,129,7
서울특별시 은평구 신사제1동(1138063100),12915,12915,704,980,1923,1938,2016,2079,1862,986,401,26,0,13944,13944,684,911,1848,1951,2047,2321,2247,1268,582,84,1
서울특별시 은평구 신사제2동(1138063200),9773,9773,506,821,1369,1382,1490,1618,1521,741,294,29,2,9857,9857,437,658,1312,1287,1435,1691,1636,888,451,59,3
서울특별시 은평구 증산동(1138064000),8875,8875,539,780,1162,1268,1339,1494,1323,669,276,24,1,9300,9300,514,708,1264,1221,1338,1548,1438,828,384,54,3
서울특별시 은평구 수색동(1138065000),6462,6462,490,490,828,1024,937,1148,955,414,165,11,0,6712,6712,465,428,834,1009,933,1173,965,542,314,49,0
서울특별시 은평구 진관동(1138069000),25914,25914,1998,3746,2967,2689,4546,4394,3158,1629,716,65,6,29438,29438,1792,3572,3836,3616,5400,4441,3569,1979,1024,200,9
서울특별시 서대문구 (1141000000),145711,145711,9348,11292,23051,21806,22192,23814,18924,9978,4845,442,19,160005,160005,9067,11307,25946,22261,22940,25054,21174,13452,7593,1154,57
서울특별시 서대문구 천연동(1141052000),8046,8046,550,677,970,1116,1215,1523,1139,544,289,21,2,8920,8920,564,695,1060,1145,1330,1511,1191,805,538,78,3
서울특별시 서대문구 북아현동(1141055500),7552,7552,700,488,956,1323,1272,1339,876,403,180,14,1,8190,8190,668,509,1124,1444,1232,1341,948,568,311,42,3
서울특별시 서대문구 충현동(1141056500),9694,9694,565,625,1510,1632,1462,1613,1327,628,299,29,4,10492,10492,579,655,1733,1739,1449,1627,1391,770,450,94,5
서울특별시 서대문구 신촌동(1141058500),8946,8946,303,436,3156,1858,930,951,673,402,211,24,2,11390,11390,284,536,5103,1805,1022,989,752,516,332,48,3
서울특별시 서대문구 연희동(1141061500),16644,16644,716,1140,3786,2755,2230,2428,1878,1062,569,77,3,18136,18136,746,1111,3805,2696,2443,2662,2208,1482,828,147,8
서울특별시 서대문구 홍제제1동(1141062000),10946,10946,700,863,1419,1552,1671,1885,1566,844,415,31,0,12467,12467,706,902,1534,1656,1817,2138,1881,1103,640,83,7
서울특별시 서대문구 홍제제3동(1141064000),8531,8531,501,610,1111,1259,1195,1522,1227,697,371,38,0,9223,9223,510,584,1102,1213,1214,1525,1430,989,588,65,3
서울특별시 서대문구 홍제제2동(1141065500),6338,6338,381,477,807,917,863,1140,1017,480,236,18,2,7200,7200,342,484,866,944,973,1294,1120,722,395,57,3
서울특별시 서대문구 홍은제1동(1141066000),11020,11020,720,832,1402,1500,1646,1982,1656,855,389,37,1,11752,11752,698,799,1416,1512,1619,2069,1789,1083,664,97,6
서울특별시 서대문구 홍은제2동(1141068500),12592,12592,556,1037,1991,1845,1762,2187,1755,941,479,39,0,13602,13602,566,984,2038,1627,1866,2322,2101,1230,735,127,6
서울특별시 서대문구 남가좌제1동(1141069000),7393,7393,987,769,674,915,1600,1088,743,388,207,21,1,8045,8045,924,819,740,1186,1557,1107,859,532,276,42,3
서울특별시 서대문구 남가좌제2동(1141070000),14256,14256,1285,1179,2027,2028,2479,2200,1693,914,417,31,3,15332,15332,1257,1222,2153,2193,2440,2246,1810,1257,646,104,4
서울특별시 서대문구 북가좌제1동(1141071000),8576,8576,669,990,985,1014,1546,1434,1100,551,270,17,0,9282,9282,590,935,1027,1174,1613,1534,1203,768,382,55,1
서울특별시 서대문구 북가좌제2동(1141072000),15177,15177,715,1169,2257,2092,2321,2522,2274,1269,513,45,0,15974,15974,633,1072,2245,1927,2365,2689,2491,1627,808,115,2
서울특별시 마포구 (1144000000),172551,172551,11511,13879,27190,29795,28595,27081,19341,9957,4695,488,19,194922,194922,10954,13663,34020,33243,30444,28254,22041,13614,7429,1204,56
서울특별시 마포구 아현동(1144055500),11811,11811,1293,843,1260,2139,2208,1860,1394,523,262,27,2,13422,13422,1328,913,1684,2562,2201,1993,1504,700,456,73,8
서울특별시 마포구 공덕동(1144056500),17382,17382,1129,1098,2582,3070,2625,3046,2242,1040,504,45,1,19669,19669,999,1065,3457,3449,2586,3193,2441,1463,895,118,3
서울특별시 마포구 도화동(1144058500),9985,9985,727,790,1314,1694,1453,1619,1350,671,330,37,0,10966,10966,651,703,1521,1792,1550,1757,1492,841,553,103,3
서울특별시 마포구 용강동(1144059000),10117,10117,1012,1002,970,1590,2052,1592,1082,537,244,36,0,11272,11272,1009,1078,1140,1888,2263,1555,1155,697,408,79,0
서울특별시 마포구 대흥동(1144060000),7082,7082,314,467,1634,1274,1012,1066,729,360,203,20,3,7525,7525,286,393,2020,1199,1003,1006,770,499,290,54,5
서울특별시 마포구 염리동(1144061000),8125,8125,699,819,1155,1282,1541,1279,769,364,199,17,1,8826,8826,671,793,1388,1389,1603,1245,829,560,304,43,1
서울특별시 마포구 신수동(1144063000),10935,10935,835,976,1694,1690,1760,1804,1233,607,303,32,1,11501,11501,810,822,1626,1792,1946,1844,1340,838,412,68,3
서울특별시 마포구 서강동(1144065500),11893,11893,903,831,2338,1969,1871,1787,1275,590,296,33,0,13009,13009,821,848,2596,2142,2009,1940,1363,767,452,65,6
서울특별시 마포구 서교동(1144066000),11380,11380,355,581,2626,2552,1741,1498,1030,632,328,36,1,13519,13519,379,598,3606,2864,1871,1610,1207,839,453,89,3
서울특별시 마포구 합정동(1144068000),7942,7942,402,425,1422,1704,1247,1082,903,496,230,30,1,9207,9207,392,455,1832,1871,1301,1233,1056,654,353,58,2
서울특별시 마포구 망원제1동(1144069000),9230,9230,454,582,1490,1804,1457,1435,1086,642,257,22,1,10493,10493,457,598,1745,1947,1581,1490,1293,890,428,61,3
서울특별시 마포구 망원제2동(1144070000),8656,8656,547,729,1247,1348,1491,1386,1000,627,260,20,1,9857,9857,477,765,1518,1531,1585,1465,1257,836,366,52,5
서울특별시 마포구 연남동(1144071000),7012,7012,276,397,1424,1486,1100,923,765,405,211,25,0,7797,7797,271,341,1693,1541,1100,1017,881,569,327,54,3
서울특별시 마포구 성산제1동(1144072000),8849,8849,391,655,1495,1582,1502,1378,1029,542,256,18,1,10028,10028,408,714,1658,1678,1657,1509,1236,765,357,45,1
서울특별시 마포구 성산제2동(1144073000),17703,17703,1050,1662,2602,2982,2865,2883,1995,1121,482,57,4,21797,21797,1051,1564,4158,3632,3187,3053,2433,1728,841,146,4
서울특별시 마포구 상암동(1144074000),14449,14449,1124,2022,1937,1629,2670,2443,1459,800,330,33,2,16034,16034,944,2013,2378,1966,3001,2344,1784,968,534,96,6
서울특별시 양천구 (1147000000),217475,217475,14477,25369,28464,27168,35960,37709,29097,14353,4446,419,13,226738,226738,13636,23402,27644,27723,39312,38207,31910,16084,7427,1353,40
서울특별시 양천구 목1동(1147051000),14700,14700,1346,2497,1562,1244,2929,2681,1494,719,202,25,1,15834,15834,1270,2533,1607,1670,3589,2405,1630,729,341,59,1
서울특별시 양천구 목2동(1147052000),14419,14419,805,1218,2255,2694,2165,2231,1915,862,249,24,1,15277,15277,727,1121,2415,2569,2311,2523,2120,951,467,73,0
서울특별시 양천구 목3동(1147053000),10427,10427,625,767,1581,1922,1491,1633,1487,668,227,25,1,11425,11425,584,648,1672,2033,1632,1886,1713,802,380,71,4
서울특별시 양천구 목4동(1147054000),12293,12293,558,1697,2095,1372,1869,2422,1357,681,222,19,1,12828,12828,591,1442,1860,1362,2324,2473,1498,817,391,68,2
서울특별시 양천구 목5동(1147055000),20201,20201,1553,3989,2162,1590,3769,3558,2213,1025,290,52,0,20589,20589,1400,3267,1999,1973,4793,3334,2350,896,458,119,0
서울특별시 양천구 신월1동(1147056000),10425,10425,438,633,1297,1484,1579,1888,1903,928,259,16,0,9931,9931,401,596,1248,1189,1331,1749,1885,1055,389,82,6
서울특별시 양천구 신월2동(1147057000),10016,10016,672,835,1255,1380,1669,1577,1507,869,233,19,0,10518,10518,634,881,1220,1356,1603,1657,1811,935,351,68,2
서울특별시 양천구 신월3동(1147058000),7894,7894,417,544,1018,1053,1105,1487,1426,623,210,10,1,7066,7066,338,485,891,884,911,1229,1201,753,331,43,0
서울특별시 양천구 신월4동(1147059000),8653,8653,606,839,1061,1079,1490,1368,1292,687,212,17,2,9095,9095,621,774,961,1100,1444,1465,1502,797,370,58,3
서울특별시 양천구 신월5동(1147060000),7200,7200,444,622,1035,1061,1093,1173,1059,551,155,7,0,7268,7268,396,556,972,938,1089,1257,1168,576,271,45,0
서울특별시 양천구 신월6동(1147061000),6689,6689,743,603,748,1123,1141,955,856,409,107,4,0,7028,7028,686,642,744,1215,1083,1041,986,424,176,28,3
서울특별시 양천구 신월7동(1147061100),9441,9441,457,590,1248,1363,1382,1646,1619,823,294,18,1,9862,9862,405,574,1121,1192,1289,1721,1869,1041,570,80,0
서울특별시 양천구 신정1동(1147062000),9735,9735,831,1485,1151,811,1798,1772,1108,556,201,21,1,10244,10244,790,1405,1088,1015,2079,1694,1222,586,289,73,3
서울특별시 양천구 신정2동(1147063000),9377,9377,589,1512,1161,786,1659,1777,1185,512,173,23,0,9761,9761,572,1421,1099,851,1955,1677,1203,625,293,62,3
서울특별시 양천구 신정3동(1147064000),24437,24437,1808,2874,3191,3030,4024,4272,3095,1600,499,43,1,25909,25909,1766,2738,2999,3118,4394,4478,3536,1884,843,147,6
서울특별시 양천구 신정4동(1147065000),15907,15907,698,1131,2449,2602,2460,2586,2230,1286,436,29,0,16791,16791,679,1067,2807,2321,2423,2807,2572,1480,551,82,2
서울특별시 양천구 신정6동(1147067000),11847,11847,984,1851,1474,1167,2045,2144,1382,607,160,32,1,12489,12489,905,1714,1378,1439,2510,2207,1463,534,268,70,1
서울특별시 양천구 신정7동(1147068000),13814,13814,903,1682,1721,1407,2292,2539,1969,947,317,35,2,14823,14823,871,1538,1563,1498,2552,2604,2181,1199,688,125,4
서울특별시 강서구 (1150000000),275140,275140,17745,22048,38572,49163,44602,40478,36657,19127,6142,589,17,297674,297674,17137,21027,46110,48642,44311,43492,42771,21803,10351,1963,67
서울특별시 강서구 염창동(1150051000),20119,20119,1936,2253,2541,3396,3646,2938,2186,916,277,29,1,21560,21560,1815,2188,3005,3880,3819,3037,2275,1019,446,74,2
서울특별시 강서구 등촌제1동(1150052000),11472,11472,647,693,1996,3008,1693,1488,1104,531,263,44,5,13351,13351,645,548,3044,3378,1678,1600,1273,613,463,106,3
서울특별시 강서구 등촌제2동(1150053000),9705,9705,596,826,1454,1700,1450,1452,1325,702,185,15,0,10247,10247,528,642,1503,1688,1451,1751,1580,711,308,85,0
서울특별시 강서구 등촌제3동(1150053500),14316,14316,805,917,1811,2399,1803,2221,2571,1223,475,90,1,15928,15928,764,860,1845,2226,1946,2638,2935,1453,1037,215,9
서울특별시 강서구 화곡제1동(1150054000),25243,25243,1155,1175,4271,5605,3941,3441,3195,1886,530,42,2,26672,26672,1103,1137,5280,4998,3508,3736,3930,2043,802,129,6
서울특별시 강서구 화곡제2동(1150055000),8568,8568,477,671,1258,1466,1479,1339,1072,612,187,7,0,9129,9129,495,666,1278,1329,1453,1481,1398,730,249,50,0
서울특별시 강서구 화곡제3동(1150056000),10252,10252,592,836,1445,1584,1505,1499,1594,922,255,19,1,11256,11256,528,792,1736,1623,1636,1667,1818,991,388,72,5
서울특별시 강서구 화곡제4동(1150057000),10008,10008,517,680,1389,1668,1681,1553,1446,797,255,22,0,10424,10424,480,615,1356,1509,1530,1730,1794,943,409,58,0
서울특별시 강서구 화곡본동(1150059000),16486,16486,923,1213,2774,3305,2726,2288,1920,1016,299,22,0,17621,17621,888,1079,3250,3001,2625,2523,2460,1203,502,86,4
서울특별시 강서구 화곡제6동(1150059100),12057,12057,545,866,2018,2195,1809,1799,1708,852,246,19,0,13076,13076,537,689,2586,2214,1722,1989,1992,873,394,77,3
